brand,Series,PartNo,DetailLink,dataSheet,原厂链接,"PartNumber","Status","Note For Status","Regulated Outputs (#)","Description","VIN (Min) (V)","VIN (Max) (V)","VOUT (Min) (V)","VOUT (Max) (V)","Isw Limit(Typ)(A)","MaxDutyCycle","IOUT(max)(A)","Iq (Typ)(mA)","VFB(Typ)(V)","SwitchingFreq(Max)(kHz)","Common Features","Special Features","Control Mode","Package","Grade"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","NB685A","http://www.monolithicpower.com/Products/Product-Detail?ProductID=915","http://new.zlgmcu.com/mps_datasheet/NB685A.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=4069","NB685A","New","","1.0","Wide Vin 4.5-26V,12A,Low Iq, High Current Synchronous Buck Converter with +/-1A LDO and Bufferd Refference","4.5","26.0","0.6","3.3","13.0","","12.0","0.185","0.6","700.0","Power Good,Light Load Efficiency,Sync Rectification","Output Discharge/Soft Stop,Ultrasonic Mode,Selectable Frequency","COT","QFN3x3-16","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP2225 ","http://www.monolithicpower.com/Products/Product-Detail?ProductID=905","http://new.zlgmcu.com/mps_datasheet/MP2225 .pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=4029","MP2225 ","New","","1.0","5A, 18V, 500kHz, High Efficiency Synchronous Step Down Converter","4.5","18.0","0.6","17.0","9.0","0.95","5.0","0.32","0.6","500.0","Light Load Efficiency, Sync Rectification","External Frequency Sync","Current Mode","TSOT23-8","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP8763","http://www.monolithicpower.com/Products/Product-Detail?ProductID=671","http://new.zlgmcu.com/mps_datasheet/MP8763.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=1774","MP8763","Active","High Efficiency, 12A, 18V, Synchronous Step-Down Converter
","1.0","High Efficiency, 12A, 18V Synchronous Step-down Converter with SS and PG
","4.5","18.0","0.611","13.0","15.0","","12.0","0.86","0.611","1000.0","Power Good,External Soft Start,Light Load Efficiency,Sync Rectification","Programmable Frequency","COT","QFN3x4-13,QFN3x4-16","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP8761","http://www.monolithicpower.com/Products/Product-Detail?ProductID=670","http://new.zlgmcu.com/mps_datasheet/MP8761.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=1775","MP8761","Active","High Efficiency, 8A, 18V Synchronous Step-down Converter","1.0","High Efficiency, 8A, 18V Synchronous Step-down Converter with SS and PG
","4.5","18.0","0.611","13.0","10.0","","8.0","0.86","0.611","1000.0","Power Good,External Soft Start,Light Load Efficiency,Sync Rectification","Programmable Frequency","COT","QFN3x4-13,QFN3x4-16","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MPQ4473-AEC1","http://www.monolithicpower.com/Products/Product-Detail?ProductID=877","http://new.zlgmcu.com/mps_datasheet/MPQ4473-AEC1.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=3940","MPQ4473-AEC1","Active","","1.0","High-Efficiency, Fast-Transient, 3.5A, 36V Synchronous, Step-Down Converter with AEC-Q100 qualification ","4.5","36.0","0.8","32.4","6.6","","3.5","0.5","0.815","1000.0","Power Good,External Soft Start, Light Load Efficiency, Sync Rectification","Programmable Frequency","COT","QFN3x4-20","Automotive"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MPQ4473","http://www.monolithicpower.com/Products/Product-Detail?ProductID=876","http://new.zlgmcu.com/mps_datasheet/MPQ4473.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=3937","MPQ4473","Active","","1.0","Industrial Grade,High-Efficiency, Fast-Transient, 3.5A, 36V Synchronous, Step-Down Converter","4.5","36.0","0.8","32.4","6.6","","3.5","0.5","0.815","1000.0","Power Good, External Soft Start, Light Load Efficiency, Sync Rectification","Programmable Frequency","COT","QFN3x4-20","Industrial"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP4473","http://www.monolithicpower.com/Products/Product-Detail?ProductID=875","http://new.zlgmcu.com/mps_datasheet/MP4473.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=3934","MP4473","Active","","1.0","High-Efficiency, Fast-Transient, 3.5A, 36V Synchronous, Step-Down Converter","4.5","36.0","0.8","32.4","6.66","","3.5","0.5","0.815","1000.0","Power Good, External Soft Start , Light Load Efficiency, Sync Rectification","Programmable Frequency","COT","QFN3x4-20","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MPQ2459-AEC1","http://www.monolithicpower.com/Products/Product-Detail?ProductID=874","http://new.zlgmcu.com/mps_datasheet/MPQ2459-AEC1.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=3931","MPQ2459-AEC1","Active","","1.0","0.5A, 55V, 480kHz Step-Down Converter with AEC-Q100 qualification","4.5","55.0","0.81","52.0","1.25","0.935","0.5","0.73","0.812","480.0","","","","TSOT23-6","Automotive"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP8762H","http://www.monolithicpower.com/Products/Product-Detail?ProductID=893","http://new.zlgmcu.com/mps_datasheet/MP8762H.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=3994","MP8762H","Active","","1.0","10A, 2.5-18V, DCM, Non-Latch OVP, COT Synchronous Step-down Converter","2.5","18.0","0.611","13.0","13.0","","10.0","0.86","0.611","1000.0","Power Good, External Soft Start, Light Load Efficiency, Sync Rectification","Programmable Frequency","COT","QFN3x4-16","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MPQ4430","http://www.monolithicpower.com/Products/Product-Detail?ProductID=936","http://new.zlgmcu.com/mps_datasheet/MPQ4430.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=4149","MPQ4430","New","","","36V, 3.5A, Low Iq Synchronous Step-Down Converter AEC-Q100 Qualified","3.3","36.0","","","","","3.5","0.01","0.8","2500.0","Power Good, External Soft Start, Sync Rectification","Programmable Frequency, Selectable Frequency","Current Mode","QFN15(3x4), QFN16 (3x4)","Industrial"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP2313","http://www.monolithicpower.com/Products/Product-Detail?ProductID=795","http://new.zlgmcu.com/mps_datasheet/MP2313.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=3358","MP2313","Active","","1.0","1A, 24V, 2MHz, Synchronous Step-Down Converter With Light Load Mode","4.5","24.0","0.8","19.9","3.5","0.83","1.0","0.7","0.798","2000.0","Light Load Efficiency,Sync Rectification","","Current Mode","TSOT23-8","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","NB675L","http://www.monolithicpower.com/Products/Product-Detail?ProductID=707","http://new.zlgmcu.com/mps_datasheet/NB675L.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=2860","NB675L","Active","","1.0","High-Effeciency, Fast-Transient, 10A, 24V, Fully-Integrated COT Sync Buck with With +/-1A LDO and Buffed Reference, Low Iq Version","4.7","24.0","0.6","5.5","12.0","","10.0","0.105","0.604","500.0","Power Good,Light Load Efficiency,Sync Rectification","Output Discharge/Soft Stop","COT","QFN3x4-21","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","NB671LA","http://www.monolithicpower.com/Products/Product-Detail?ProductID=706","http://new.zlgmcu.com/mps_datasheet/NB671LA.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=2858","NB671LA","Active","","1.0","Wide Vin 5.5-24V, 6A, COT Synchronous Step-down Converter with Low Quiescent Current","5.5","24.0","0.604","5.5","9.0","0.955","6.0","0.12","0.604","500.0","Power Good,Light Load Efficiency,Sync Rectification","Output Discharge/Soft Stop","COT","QFN3x3-16","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","NB650A","http://www.monolithicpower.com/Products/Product-Detail?ProductID=705","http://new.zlgmcu.com/mps_datasheet/NB650A.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=2856","NB650A","Active","","1.0","High-Effeciency, Fast-Transient, 6A, 28V Synchronous Step-Down Converters with 2-Bit VID, OCP Latch-Off Mode","4.5","28.0","0.6","13.0","10.0","","6.0","0.4","0.6","1000.0","Power Good,External Soft Start,Light Load Efficiency,Sync Rectification","Output Discharge/Soft Stop,Dynamic Voltage Scaling,Programmable Frequency","COT","QFN3x4-17","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","NB676","http://www.monolithicpower.com/Products/Product-Detail?ProductID=704","http://new.zlgmcu.com/mps_datasheet/NB676.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=2853","NB676","Active","","1.0","High-Effeciency, Fast-Transient, 8A, 24V, Low Rds(on) 26mΩ/12mΩ, Fully-Integrated COT Synchronous Buck with 5V LDO","6.5","24.0","","","9.0","","8.0","0.205","0.6","500.0","Power Good,Light Load Efficiency,Sync Rectification","Fixed Output,Output Discharge/Soft Stop","COT","QFN3x3-16","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","NB677","http://www.monolithicpower.com/Products/Product-Detail?ProductID=703","http://new.zlgmcu.com/mps_datasheet/NB677.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=2850","NB677","Active","","1.0","High-Effeciency, Fast-Transient, 8A, 24V,  Low Rds(on) 26mΩ/12mΩ, Fully-Integrated COT Synchronous Buck with 3.3V LDO","5.5","24.0","","","9.0","","8.0","0.205","0.6","500.0","Power Good,Light Load Efficiency,Sync Rectification","Fixed Output,Output Discharge/Soft Stop","COT","QFN3x3-16","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","NB676A","http://www.monolithicpower.com/Products/Product-Detail?ProductID=712","http://new.zlgmcu.com/mps_datasheet/NB676A.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=2871","NB676A","New","","1.0","8A,24V, Fixed 5.15V,COT  Synchronous Buck Converter with LDO","6.5","24.0","","","9.0","","8.0","0.205","","500.0","Power Good,Light Load Efficiency,Sync Rectification","Fixed Output,Output Discharge/Soft Stop","COT","QFN3x3-16","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP1497S","http://www.monolithicpower.com/Products/Product-Detail?ProductID=728","http://new.zlgmcu.com/mps_datasheet/MP1497S.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=2910","MP1497S","Active","","1.0","3A, 16V, 500kHz, Step-Down Converter with external SS","4.5","16.0","0.8","15.2","5.0","0.95","3.0","0.7","0.807","500.0","External Soft Start,Sync Rectification","External Frequency Sync","Current Mode","TSOT23-8","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP1496S","http://www.monolithicpower.com/Products/Product-Detail?ProductID=727","http://new.zlgmcu.com/mps_datasheet/MP1496S.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=2907","MP1496S","Active","","1.0","2A, 16V, 500kHz, Step-Down Converter with external SS","4.5","16.0","0.8","15.2","3.0","0.95","2.0","0.7","0.807","500.0","External Soft Start,Sync Rectification","External Frequency Sync","Current Mode","TSOT23-8","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP8764","http://www.monolithicpower.com/Products/Product-Detail?ProductID=750","http://new.zlgmcu.com/mps_datasheet/MP8764.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=3012","MP8764","Active","","1.0","High Efficiency, 12A, 18V Synchronous Step-down Converter with SS, PG and Latch-off OCP,SCP,non-latch OVP","4.5","18.0","0.611","13.0","","","12.0","0.86","0.611","1000.0","Power Good,External Soft Start,Light Load Efficiency, Sync Rectification","Programmable Frequency","COT","QFN3x4-16","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP1495S","http://www.monolithicpower.com/Products/Product-Detail?ProductID=726","http://new.zlgmcu.com/mps_datasheet/MP1495S.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=2904","MP1495S","Active","","1.0","3A, 16V, 500kHz, High-Efficiency Step-Down Converter","4.5","16.0","0.8","15.2","6.0","0.95","3.0","0.5","0.807","500.0","Light Load Efficiency,Sync Rectification","External Frequency Sync","Current Mode","TSOT23-8","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP1494S","http://www.monolithicpower.com/Products/Product-Detail?ProductID=725","http://new.zlgmcu.com/mps_datasheet/MP1494S.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=2901","MP1494S","Active","","1.0","2A, 16V, 500kHz, High-Efficiency Step-Down Converter","4.5","16.0","0.8","15.2","3.0","0.95","2.0","0.5","0.807","500.0","Light Load Efficiency,Sync Rectification","External Frequency Sync","Current Mode","TSOT23-8","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MPQ2249","http://www.monolithicpower.com/Products/Product-Detail?ProductID=735","http://new.zlgmcu.com/mps_datasheet/MPQ2249.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=2935","MPQ2249","Active","","1.0","Industrial Grade,1MHz, 6V, 3A, Low-Voltage Synchronous Step-Down Converter","2.5","6.0","0.6","6.0","4.5","1.0","3.0","0.48","0.6","1000.0","Power Good,Light Load Efficiency,Sync Rectification","100% Duty Cycle,Output Discharge/Soft Stop","Current Mode","SOIC8E","Industrial"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP8762","http://www.monolithicpower.com/Products/Product-Detail?ProductID=301","http://new.zlgmcu.com/mps_datasheet/MP8762.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=748","MP8762","Active","","1.0","High Efficiency, 10A, 18V, Synchronous Step-Down Converter with SS and PG","4.5","18.0","0.611","13.0","11.0","","10.0","0.86","0.611","1000.0","Power Good,External Soft Start,Light Load Efficiency,Sync Rectification","External Frequency Sync,Programmable Frequency","COT","QFN3x4-13,QFN3x4-16","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MPQ4470A-AEC1","http://www.monolithicpower.com/Products/Product-Detail?ProductID=315","http://new.zlgmcu.com/mps_datasheet/MPQ4470A-AEC1.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=1734","MPQ4470A-AEC1","Active","","1.0","High-Efficiency, Fast-Transient, 5A, 36V Synchronous, Step-Down Converter with AEC-Q100 qualification ","4.5","36.0","0.8","32.4","8.0","","5.0","0.5","0.815","1000.0","Power Good,External Soft Start,Light Load Efficiency,Sync Rectification","Programmable Frequency","COT","QFN3x4-20","Automotive"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP2456","http://www.monolithicpower.com/Products/Product-Detail?ProductID=732","http://new.zlgmcu.com/mps_datasheet/MP2456.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=2929","MP2456","Active","","1.0","0.5A, 50V, 1.2MHz Step-Down Converter in TSOT23-6","4.5","50.0","0.81","45.0","1.25","91.0","0.5","0.73","0.812","1200.0","","","Current Mode","TSOT23-6","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MPQ4470-AEC1","http://www.monolithicpower.com/Products/Product-Detail?ProductID=313","http://new.zlgmcu.com/mps_datasheet/MPQ4470-AEC1.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=1733","MPQ4470-AEC1","Active","","1.0","High-Efficiency, Fast-Transient, 5A, 36V Synchronous, Step-Down Converter with AEC-Q100 qualification ","4.5","36.0","0.8","32.4","8.0","","5.0","0.5","0.815","1000.0","Power Good,External Soft Start,Light Load Efficiency,Sync Rectification","Programmable Frequency","COT","QFN3x4-20","Automotive"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP4470A","http://www.monolithicpower.com/Products/Product-Detail?ProductID=734","http://new.zlgmcu.com/mps_datasheet/MP4470A.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=2932","MP4470A","Active","","1.0","High-Efficiency, Fast-Transient, 5A, 36V Synchronous, Step-Down Converter ","4.5","36.0","0.8","32.4","8.0","","5.0","0.5","0.815","1000.0","Power Good,External Soft Start,Light Load Efficiency,Sync Rectification","Programmable Frequency","COT","QFN3x4-20","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MPQ4470A","http://www.monolithicpower.com/Products/Product-Detail?ProductID=314","http://new.zlgmcu.com/mps_datasheet/MPQ4470A.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=771","MPQ4470A","Active","","1.0","Industrial Grade, High-Efficiency, Fast-Transient, 5A, 36V Synchronous, Step-Down Converter","4.5","36.0","0.8","32.4","8.0","","5.0","0.5","0.815","1000.0","Power Good,External Soft Start,Light Load Efficiency,Sync Rectification","Programmable Frequency","COT","QFN3x4-20","Industrial"
